gvkey,comp_name,mkvalt,profitability,sales_growth
1920,AVON PRODUCTS INC,4081.833,0.10433377770748133,-0.11085886489201413
1926, AZZ INC,1168.7474,0.17726007638177171,0.08642013081946409
1968,BADGER METER INC,858.2604,0.18178952101061505,0.09172098814205576
1979,BALCHEM CORP,2055.5774,0.21740062026328866,0.6056534775916222
1982,BALDWIN & LYONS INC,381.4372,0.147721928586971,0.006915756404230811
1988,BALL CORP,9336.9722,0.14002333722287047,0.012033395921162926
2005,BANK OF HAWAII CORP,2593.2704,0.5450246799966535,0.02209916405576617
2044,BARD C R INC NJ,12478.6717,0.2972078469129859,0.08988358747335634
2049,BARNES GROUP INC,2017.082,0.21671687773275244,0.15614264277194412
2124,BEL FUSE INC NJ,317.0426,0.10285663838908096,0.3948778455220523
2136,VERIZON COMMUNICATIONS INC,194369.2159,0.2787636037425538,0.05416009954375767
2295,BOLT TECHNOLOGY CORP,159.2046,0.2508331481892913,0.16723142353307294
2573,CSP INC MA,28.8434,0.03610300287169548,-0.03423914904301584
2751,CARDINAL HEALTH INC,23104.72,0.0263383250625796,-0.0990078442622142
2807, CASEYS GENERAL STORES INC,3195.6515,0.06797310235534476,-0.019743392470797816
2991,CHEVRON CORP,210859.0248,0.1898984961624061,-0.09144682137727722
3036,CINCINNATI BELL INC,667.6542,0.2825848849945236,0.016946455565279628
3062, CINTAS CORP,9616.5113,0.1901967126256956,-0.016460697410173974
3129,COAST DISTRIBUTION SYSTEM INC,16.8873,0.0067593161558598975,0.04266355386262721
3270,CTI GROUP HOLDINGS INC,10.2372,0.17372534018252364,0.1818768972421363
3278,AVIS BUDGET GROUP INC.,7011.479,0.3525044195639364,0.069043719289404
3310, CA INC.,14201.7528,0.3817456593148757,-0.05603543743078643
3369,PIZZA INN HOLDINGS INC MO,56.8238,-0.0086443728685108,0.008695652173912993
3410,TRANSCONTINENTAL REALTY INVESTORS INC,89.7954,0.14697128055984732,-0.11848179860798158
3469,CONTINENTAL RESOURCES INC,14270.1502,0.7327719531208021,0.3896988553318959
3647, CULP INC,315.8612,0.09249240729157934,0.08010809229633464
3707,DST SYSTEMS INC,3540.04,0.16436911213763505,0.03645479906506832
3761,DATA I O CORP,26.5702,0.07813355227148333,0.1713415611476199
3806,DAWSON GEOPHYSICAL CO,146.6217,0.0887103862306684,-0.1428632258867536
3905,DEVRY EDUCATION GROUP INC.,2693.8402,0.1566120108912945,-0.02087381482659878
3962,NORTECH SYSTEMS INC,15.5885,0.029935202870352187,0.008860235192422072
4093,Duke Energy CORP,59062.78,0.3645215211032177,-0.02521487636970965
4115,DYCOM INDUSTRIES INC,955.8269,0.09808494512840356,0.1261839399432554
4124,DYNATRONICS CORP,9.3744,0.010676286255647864,-0.07089173268332316
4156,SUPREME INDUSTRIES INC,115.8193,0.06747098079209847,-0.1628352694023163
4201,EATON VANCE CORP,4355.5526,0.3724465522163092,0.06835417674951749
4274, ELECTRO SCIENTIFIC INDUSTRIES INC,189.7507,-0.12164557121130233,-0.1217053878465726
4275,ELECTRO SENSORS INC,13.2818,0.08734554750745632,0.07644091117566121
4340,EMULEX CORP DE,404.3124,0.12631976625914024,-0.0652656785779212
4341,SORL Auto Parts Inc,71.2355,0.10502619343165512,0.139438659072167
4383,ATMOS ENERGY CORP,4788.5076,0.17513675601851966,0.2713816919467755
4409,ENZON PHARMACEUTICALS INC,48.1497,0.9235556410996696,-0.096251413330241
4462,NEWMARKET CORP,5022.3344,0.17252168253472094,0.024140978049470352
4674,REGIONS FINANCIAL CORP,14297.6275,0.47439452763912,-0.041127459670271205
4678,FIRSTMERIT CORP OH,3124.2171,0.4828522237442349,0.07515929222329665
4826,FONAR CORP,78.4216,0.2352932589846145,0.3940417565422651
4860,FOSTER L B CO,497.4539,0.08547378753343259,0.01543406531842284
4941,GATX CORP,2543.2105,0.4062026188835286,0.09841029523088562
4973,GALLAGHER ARTHUR J & CO,7749.6034,0.16276361754431362,0.4584853440684362
5018,GENCORP INC,951.9,0.09371478652810816,0.15494179741161185
5046,GENERAL DYNAMICS CORP,45712.4097,0.1430701413198496,-0.011724005381510638
5048,GENERAL ELECTRIC CAPITAL CORP,,0.545348156816852,-0.030453627430957364
5050,GENERAL EMPLOYMENT ENTERPRISES INC,4.1438,-0.003541734696440682,-0.14392310338895575
5071, GENERAL MILLS INC,33617.005,0.18753509582933928,-0.015594988162772829
5072,Ally Financial Inc.,11339.8439,0.5959063734927551,0.02418015774180149
5116,GENTEX CORP,5333.6551,0.34620767269525793,0.17377187113863046
5165, GIGA TRONICS INC,11.0649,0.017613266854541513,0.38643023517920216
5179,GLATFELTER P H CO,1100.8908,0.09707337066697894,0.049006587212186085
5210, GOLDEN ENTERPRISES INC,45.8455,0.053216929208578484,-0.030699721112313005
5218,GOLDFIELD CORP,61.8459,0.07342191677765014,0.10267476794762563
5234,GOODYEAR TIRE & RUBBER CO OH,7699.1579,0.12581320983570404,-0.07175025588536321
5237,GORMAN RUPP CO,843.5033,0.15616485600965685,0.1104515338363139
5252,GRACO INC,4746.5758,0.2830370230851752,0.10607196944993967
5284,GRAY TELEVISION INC,642.9226,0.3919064656173371,0.4980453894185699
5313,GREAT NORTHERN IRON ORE PROPERTIES,20.85,0.7722866057499443,-0.05192541334319378
5342,MONEYGRAM INTERNATIONAL INC,482.579,0.14289641899786926,-0.013225718936516584
5439,HALLIBURTON CO,33351.84,0.21432917554000608,0.11795115978504887
5496,HARSCO CORP,1523.6674,0.14611727140615122,-0.2868207366080676
5518,HASBRO INC,6847.6847,0.1863615672563895,0.047781111799472635
5520,ALLIED MOTION TECHNOLOGIES INC,218.25599999999997,0.12582805328377694,0.9894663033258436
5526,HAWAIIAN ELECTRIC INDUSTRIES INC,3433.8762,0.15747966842226466,0.00033102051277311695
5539,HEALTHCARE SERVICES GROUP INC,2197.7929999999997,0.02888144987987005,0.12461452834618968
5560,HECLA MINING CO DE,1024.9818,0.29004095602668634,0.30892681180065296
5581,HELMERICH & PAYNE INC,10592.6658,0.4190520920061713,0.09803153487971183
5600, HERTZ CORP,11447.46,0.34066630454463154,0.025445835924952972
5606,HEWLETT PACKARD CO,65993.6534,0.120462253485743,-0.007515717109832788
5608,HEXCEL CORP DE,3962.295,0.20641336566963084,0.10564890954594207
5621,HICKOK INC,3.4224,0.00999048525214082,-0.02474481905351078
5639,Hill-Rom Holdings Inc.,2379.7392,0.16914773738212446,-0.017538748397622816
5667,HollyFrontier Corp,7349.3033,0.04446976616001142,-0.019653868741741357
5671,PINNACLE ENTERTAINMENT INC.,1334.555,0.2523913807602928,0.4857437244427478
5680,HOME DEPOT INC,136476.94,0.14611185919015102,0.05537227833324865
5690,HNI CORP,2255.116,0.0885263160262654,0.078997011598261
5709,HORMEL FOODS CORP DE,14211.3768,0.113068919531623,0.06451374791553688
5735,HSBC Finance Corp,,0.8531598513011153,-0.35161193130460977
5764,HUBBELL INC,6279.9501,0.1772340298862892,0.05512107792330157
5783,HUNT J B TRANSPORT SERVICES INC,9821.4438,0.14916954034593796,0.10401336109792504
5786,HUNTINGTON BANCSHARES INC MD,8536.5066,0.4868037085694778,0.0339354628367694
5831,IEC ELECTRONICS CORP,45.6728,0.04106296222561402,-0.037780426546336836
5862,RAYONIER INC,3542.0376,0.3177321087418665,-0.6466136400631917
5870,IDACORP INC,3327.3713,0.3015015703409839,0.029136247867541213
5888,IGI LABORATORIES INC,464.816,0.13103141671606405,0.8514047410008785
5902,IMMUNOMEDICS INC,339.7384,-3.872041583720416,0.8222490931076176
5932, IEH CORPORATION,13.2423,0.211871644704734,0.06220839813374779
5978,Aegion Corp,695.2882,0.09718638957925403,0.21989793113558487
5987,GRIFFON CORP,605.3671,0.0777468344135061,0.06438425780208368
7022, MARCUS CORP,540.0388,0.18811966389860407,0.08958362634197957
7034,MARINE PETROLEUM TRUST,32.74,0.8951285520974289,0.08278388278388271
7065,MARSH & MCLENNAN COMPANIES INC.,30917.7281,0.2114122461585978,0.05627599706386088
7085,MASCO CORP DE,8694.0,0.11817861753315335,0.042579224275052015
7116,MATTEL INC DE,10462.5045,0.15789302434219885,-0.07109956495805936
7117,MAUI LAND & PINEAPPLE CO INC,113.6493,0.6727663828884782,1.169800157770181
7138,MAYS J W INC,121.1239,0.17846153846153848,0.06342813994462593
7146,MCCORMICK & CO INC,9518.652,0.16532334087481146,0.02905369355386345
7154,MCDONALDS CORP,90223.73,0.3464522453382311,-0.023639332946697626
7163,MCGRAW HILL FINANCIAL INC,24202.56,0.3876460106909523,0.03610256410256407
7183,MECHANICAL TECHNOLOGY INC,3.7349,0.07379569525111035,0.05136494252873569
7185,GENCOR INDUSTRIES INC,93.4766,0.033635704825449184,-0.1823754163005945
7232,PASSUR Aerospace Inc.,30.116,0.3402088772845953,0.04123244222927047
7241,CVS HEALTH Corp,109793.4,0.07712729699283187,0.09944699079369834
7260,MEREDITH CORP,2149.0884,0.1757817074598899,-0.0017888455421587453
7291, METHODE ELECTRONICS INC,1628.5533,0.1664964249233912,0.14013975155279512
7295, EnviroStar Inc.,17.585,0.07859190730943162,-0.06608330802992235
7309, MEXCO ENERGY CORP,11.3665,0.25073746312684364,-0.16130628401781288
7315,SIEBERT FINANCIAL CORP,48.586999999999996,-0.2796713111825652,-0.14669837205048475
7343,MICRON TECHNOLOGY INC,34979.8,0.33390390023230226,0.8029317755979279
7344,MICROPAC INDUSTRIES INC,21.0107,0.09392005023022186,-0.0287137266859786
7350,MICROWAVE FILTER CO INC NY,1.1628,0.049076371657016817,0.2628830083565459
7368,MIDDLESEX WATER CO,371.8194,0.3912958109596292,0.019965867335388188
7401, MILLER HERMAN INC,1653.5515,0.10750630193259267,0.13825717321997888
7420,MSA Safety Inc,1988.1143,0.15365403017060816,0.019627573381964192
7435,3M CO,104365.3832,0.2684705068979605,0.030773217582844795
7437,ALLETE INC,2532.5251,0.2854503870513723,0.11626080125687355
7481,MOCON INC,102.5628,0.14718883288096166,0.12900119072634286
7486, MODINE MANUFACTURING CO,645.2130000000002,0.07497995188452285,0.012723335138061788
7526,QUIDEL CORP DE,995.8024,0.11576267009829425,0.04107519525682712
7549,MOOG INC.,2835.4618,0.1369181595576172,0.014586001438142924
7566,RUBY TUESDAY INC,387.4915,0.062154370005840766,-0.03608996308864376
7585,Motorola Solutions Inc.,14744.184,0.1945247406903588,-0.32371205151793925
7632,INTERGROUP CORP,45.4962,0.22377173880619275,0.08070729702284063
7636,MYERS INDUSTRIES INC,548.4688,0.10565237818067537,-0.2442541898425855
7637,MYLAN INC.,21151.3205,0.2790559096326234,0.11730210244599082
7685,NAPCO SECURITY TECHNOLOGIES INC,105.4452,0.08124277378935764,0.04196901353206517
7696, NATHANS FAMOUS INC,249.3066,0.2140104124626685,0.24275253285184076
7762,NATIONAL PRESTO INDUSTRIES INC,401.4627,0.15474957743541493,-0.01862261654307118
7849,NEW JERSEY RESOURCES CORP,2130.4108,0.06792994921277799,0.16887602139791902
7883,NEWPORT CORP,756.8324,0.13954721969759565,0.08052080692218966
7991,TEREX CORP,2938.552,0.08228324371656474,0.031747600225860984
8073,OCEAN BIO CHEM INC,40.2913,0.11395054086715595,0.03742775892119976
8087, ITERIS INC.,58.988,-0.013120925661928554,0.05896406167555913
8133,OMNICARE INC,7178.354,0.10882859130689516,0.06721939908185015
8151,ONEOK INC NEW,10372.3524,0.11739608995127628,-0.16487520781235446
8245,PNC FINANCIAL SERVICES GROUP INC.,47713.29,0.5377772286402669,-0.04059981033665239
8272,SEMPRA ENERGY,27431.4202,0.2662437698232895,0.0452780145874776
8387,GOODRICH PETROLEUM CORP,200.2662,-1.0007240365758343,0.025863892373152453
8402, PAYCHEX INC,17846.892,0.4234924806541101,0.08761761086188402
8515,PHI INC,574.9584,0.1994475468449185,-0.023619381202568568
8582, Seneca Foods Corp,299.2501,0.028978116375791976,-0.040186299440087225
8699,POWELL INDUSTRIES INC,491.5867,0.0640554233159518,-0.03451410789123843
8734,PRESIDENTIAL REALTY CORP DE,0.5199,-0.9793340987370838,0.028335301062573762
8762,PROCTER & GAMBLE Co,213042.2435,0.2339577664876839,-0.013128660876590592
8807,PNM RESOURCES INC,2360.1479999999997,0.3311836239503626,0.03453361605795169
8815,PUBLIX SUPER MARKETS INC,11423.462,0.09461106133515414,0.05677835073298509
8818,PUGET ENERGY INC WA,,0.3030533819054591,-0.02325669681865239
8824,PGI INC,,-12.874999999999998,0.0
8850,QUAKER CHEMICAL CORP,1224.224,0.1279346094586478,0.04999348775354928
8864,AMTECH SYSTEMS INC,105.3736,-0.18900550432735705,0.6236852692683486
8898,RAYMOND JAMES FINANCIAL INC,7565.6567,0.17646763844638766,0.08558420882562713
8947,UNITED STATES LIME & MINERALS INC,407.7246,0.2817987066290268,0.12018091428998635
8958,RAVEN INDUSTRIES INC,815.7919999999997,0.16175992257102284,-0.041867147059494236
9016,REGAL BELOIT CORP,3361.44,0.13871235147830893,0.052136834964628516
9023,REGIS CORP,797.6461,0.05312515026920316,-0.06255272542456525
9061,HSBC USA INC MD,,0.5416026344676179,-0.05810587262200163
9063,AUTONATION INC.,6845.2383,0.04757493929498451,0.09083436087135223
9083,RESOURCE AMERICA INC.,205.43400000000003,0.4549666592162122,-2.7938423714179986e-05
9125,RICHARDSON ELECTRONICS LTD DE,99.8498,-0.04666428148981066,-0.007270223253117214
9154, RISK GEORGE INDUSTRIES INC,41.7158,0.3110980425102915,0.07963718820861687
9155, RITE AID CORP,7888.6928,0.04788121791242638,0.039252048456632105
9216,ROGERS CORP,1498.8218,0.18723676607558226,0.13661666809307094
9258,ROWAN COMPANIES PLC,2904.8325,0.38764283596152777,0.1551962788200223
9273,ROYAL GOLD INC,4945.2525,0.8435668446041102,-0.18000580864658533
9299,RYDER SYSTEM INC,4924.764,0.2263071464701163,0.03419212575855424
9302,RYLAND GROUP INC,1785.1738,0.11603976797552952,0.22156388750697764
9317,SEI INVESTMENTS CO,6674.1875,0.32668828322163024,0.12420657613849916
9325,SL INDUSTRIES INC,161.616,0.11083716129284746,-0.0013239662315327472
9346,SABINE ROYALTY TRUST,521.6366,0.9606318546406941,0.005116898928906322
9465,SCHLUMBERGER LTD NV,108924.3979,0.2723137093454097,0.07321168205717288
9472,SCHULMAN A INC,1134.302,0.05984598271024333,0.1469933936501422
9481,Lattice INC,5.4379,-0.06632367744100212,0.08113663845223718
9490,SCIENTIFIC INDUSTRIES INC,5.1415,0.021198292359782128,-0.047932725998598436
9521,SCOTTS LIQUID GOLD INC,10.857000000000001,0.09398619783108772,0.2618702052664317
9538,SEABOARD CORP DE,4915.7995,0.07750433363592131,-0.031900268858874425
9590,INTRICON CORP,40.1477,0.07973295462864002,0.2896848624459507
9599,SEMTECH CORP,1701.059,0.2106168834078708,-0.06234190565349584
9611,SERVICE CORPORATION INTERNATIONAL,4650.4809,0.245449250036406,0.17119116000660314
9619,SERVOTRONICS INC DE,14.7905,0.04869493774884661,0.04407786209171904
9664,SHENANDOAH TELECOMMUNICATIONS CO VA,754.125,0.3897677292274565,0.05827631076383288
9667,SHERWIN WILLIAMS CO,24910.9402,0.13648757769081596,0.09268057868749513
9691,SIERRA PACIFIC POWER CO,,0.32632743362831856,0.05978898007033995
9698,SIFCO INDUSTRIES INC,163.9848,0.1251943102612533,0.03149110783527731
9699,SIGMA ALDRICH CORP,16335.13,0.30412926391382405,0.029955621301774867
9748, PERVASIP CORP,0.1195,-1.7331975560081467,-0.7655205348615091
9761, SKYLINE CORP,27.6903,-0.014867502740861563,-0.02474834402545245
9774,SMITHFIELD FOODS INC,,0.07346004670254735,0.1369175030821943
9777, J M SMUCKER Co,13861.3658,0.2015739455794263,0.014633016076712082
9778,SNAP-ON Inc,7946.3716,0.2206665521388078,0.0787953667953667
9783,KEYCORP NEW,11945.7017,0.469087566076764,-0.007979936160510848
9786, SOFTECH INC,0.9774,-0.2498731608320649,-0.21301657017368736
9799, SOLITRON DEVICES INC,9.3998,0.11735164497284002,0.12797687861271712
9815,SONOCO PRODUCTS CO,4396.3511,0.12084148396430215,0.034838860318657135
9831,SOUTH JERSEY INDUSTRIES INC,2013.4613,0.21489048428628765,0.21270239711465755
9846,EDISON INTERNATIONAL,21334.1043,0.32423767986281965,0.0661314680867977
9849,AMERICAN STATES WATER CO,1441.8884,0.3436369530540521,-0.013315624357890798
9882,SOUTHWEST AIRLINES CO,28591.1381,0.17678043536683688,0.05118933273066273
9890,SOUTHWEST GAS CORP,2875.5866,0.25333846756408873,0.08761870880498179
9899,AT&T INC.,174228.4077,0.2392579673378785,0.02869858332297759
9904,SOUTHWESTERN ENERGY CO,9673.7046,0.5733036156513125,0.19781261262864705
9906,SOUTHWESTERN PUBLIC SERVICE CO,,0.20737184946602868,0.13489822135602925
9916,SPAN AMERICA MEDICAL SYSTEMS INC,57.6106,0.08716902089263655,-0.2434786141885853
9922,SPARTON CORP,280.9785,0.08622623379018797,0.2636091949702086
9969,STAAR SURGICAL CO,350.0882,-0.06991878592289331,0.03838537699923816
10000,STANDARD MOTOR PRODUCTS INC,872.6812,0.11566801850688295,-0.0033668664557630072
10016,STANLEY BLACK & DECKER INC.,15096.57,0.1590672569805796,0.03066938152201581
10030,STARRETT L S CO,107.1874,0.08607880744859064,0.013687617156897149
10035,STATE STREET CORP,32592.8075,0.5472068868719004,0.038076736279747385
10056,STEPAN CO,892.0205,0.08716991842624558,0.02468489238010063
10086,STEWART INFORMATION SERVICES CORP,,0.05639124805939201,-0.03586633381327764
10124,STURM RUGER & CO INC,648.8623,0.2438773300644839,-0.20900695857658347
10195,SUPERIOR INDUSTRIES INTERNATIONAL INC,528.9867,0.08477463857256116,-0.05587514121717796
10198,SUPERIOR UNIFORM GROUP INC,198.4531,0.1113483380807036,0.29540713946242797
10213,SUTRON CORP,25.4205,0.036389269928364575,-0.03543075566010001
10221,SWIFT ENERGY CO,177.8679,-0.16179010204640465,-0.06397324807895721
10236,SYNALLOY CORP,153.3831,0.10058394526452973,-0.09624009060022642
10247,SYSCO CORP,21950.3813,0.04867725818626218,0.04740870400963648
10277,TECO ENERGY INC,4813.101,0.3197864713216957,-0.09991933504015717
10305, TSR INC,7.848,0.007874152918836995,0.15895416919038952
10349, TAYLOR DEVICES INC,43.295,0.12429304651999085,0.5286092649043026
10364,TECHNICAL COMMUNICATIONS CORP,7.7974,-0.2285388499755661,-0.017759999999999998
10374,PULSE ELECTRONICS CORP,18.8719,0.048455174742529125,-0.034137810816585845
10380,SUNLINK HEALTH SYSTEMS INC,11.5217,0.03435454804135445,-0.0258258258258256
10386,TECUMSEH PRODUCTS CO,57.1032,0.004831584759801215,-0.12044681884409912
10390,TEJON RANCH CO,607.9366,0.13652150159993756,0.1304424544532179
10407,TELEFLEX INC,4758.026,0.2205054591941003,0.08463329267552178
10441,TENNANT CO,1329.0106,0.11211910708615627,0.09304651128773388
10451,AMERICAN INDEPENDENCE CORP,82.8905,0.03681193913856541,0.07773044633333992
10453,TERADYNE INC,4286.7713,0.21085018788414286,0.1539925192568561
10466,TESORO CORP NEW,9290.776,0.05057161399830263,0.08176270454177237
10499,TEXAS INSTRUMENTS INC,55957.9126,0.3936374089689536,0.0688242523555922
10504,TEXAS PACIFIC LAND TRUST,981.9960000000001,0.9317959494221224,0.2514906254959304
10530,THERMO FISHER SCIENTIFIC INC.,50174.8863,0.2394668908677529,0.2902378096758669
10549,THOR INDUSTRIES INC,2824.8901,0.07787191217249627,0.0875012146048717
10550,THORATEC CORP,1756.3781,0.17900159142306726,-0.05023855407789257
10581,TIMKEN CO,3781.1066,0.16010012352902933,-0.29139408458490745
10598,TOFUTTI BRANDS INC,29.7901,-0.01595485264404654,-0.023073781649877608
10609,TOOTSIE ROLL INDUSTRIES INC,2434.589,0.1925964767030036,0.0002613258051871181
10618,TORO CO,3437.0029,0.14623501680032092,0.06425579332237953
10619, TOROTEL INC,3.7066,0.048075505087745184,0.035267175572519134
10631,TOTAL SYSTEM SERVICES INC,6280.5284,0.2645670379017826,0.147500906275837
10658,TRANS LUX Corp,9.3518,-0.05127468286875488,0.16511216339025192
10678,TRANSCONTINENTAL GAS PIPE LINE COMPANY LLC,,0.5444189913455587,0.056626991031694114
10685, TRANSCAT INC,66.7187,0.07814016695787226,0.04317008134471911
10726,TRIBUNE MEDIA CO,5808.4714,0.30418460632443795,-0.32855462953650216
10734,TRIMEDYNE INC,1.8617,-0.0454129280351584,-0.08816162965436625
10735,TRINITY INDUSTRIES INC,4358.356,0.2268881685575365,0.4134194671614779
10740,TRIO-TECH INTERNATIONAL,12.1898,0.06348243340135679,0.14139124960654706
10761,VOLITIONRX LTD,57.2949,-386.4,-0.7272727272727273
10840,UNIFIRST CORP,1943.9445,0.19118544236599552,0.029053164295488987
10903,UNITEDHEALTH GROUP INC,96439.86,0.09007158514340023,0.06518952722285287
10981,UNITED STATIONERS INC,1632.3087,0.04864746147369962,0.04757090692709354
11032,UNIVERSAL HEALTH SERVICES INC,10983.1654,0.1825697092801576,0.10698175746741034
11099, VALUE LINE INC,141.9853,0.14396306618247331,-0.022239960364427214
11286,COVER ALL TECHNOLOGIES INC,33.4838,0.14497778211826748,-0.00019528389396084037
11511,WILLIAMS SONOMA INC,7190.4708,0.13985173405772935,0.07083816386421815
11554,ALLIANT ENERGY CORP,7368.3691,0.27809449900008953,0.022430419921875
11649,YRC Worldwide Inc.,689.7008,0.03890467171717171,0.04180540140584554
11708,Viggle Inc.,67.2579,-3.4478176257992774,0.2932336233551449
11748,PENFORD CORP,173.4643,0.06055110358142982,-0.0500310326377742
11770,STIFEL FINANCIAL CORP,3384.4627,0.1892740539231048,0.11799589315034732
11842,ASSOCIATED BANC-CORP,2823.2275,0.4697136692552752,0.004874364287796862
11856,BB&T CORP,28027.9452,0.5082611323796091,-0.046768462498799616
11861,VALLEY NATIONAL BANCORP,2253.7978,0.3800987623829907,-0.06489560255119163
11930,CCA INDUSTRIES INC,23.9632,-0.04881853179344218,-0.22362216897271392
12075,BALLY TECHNOLOGIES INC.,2542.9697,0.3471029354155899,0.2187005723948614
12181,REPLIGEN CORP,648.9252,0.2769673795024312,-0.06778641631216076
12403, FREDS INC,613.6854,-0.0031141357397709395,0.015884008527025095
12545,HARTE HANKS INC,478.1385,0.10056784112007744,-0.010602045356668643
12578,VALHI INC DE,2192.22,0.1101148931600988,-0.0005365958360163958
12603,CNO Financial Group Inc.,3501.2393,0.1887953289743528,-0.07403766671879564
12711,CEL SCI CORP,74.6701,-103.5681818181818,0.6499999999999999
12719,BOVIE MEDICAL CORP,65.6954,-0.1796539142372024,0.16994928148774302
12761,SunOpta Inc.,794.8269,0.05334057621117014,0.05133218662034689
12789,LOJACK CORP,47.6402,-0.0019465740297077145,-0.04735141612045035
12818, IsoRay Inc.,170.6297,-0.9004503436833372,-0.06762430939226516
12956,INCOME OPPORTUNITY REALTY INVESTORS INC TX,23.7597,0.6790019031507718,-0.3366531070276335
12964,CADIZ INC,198.0272,-30.074404761904763,0.11627906976744228
12972,INGLES MARKETS INC,479.9357,0.05739932314664339,0.026065255420565148
12994,Gas Natural Inc.,115.5778,0.1042317266349853,0.11558042664198265
13341,PROGRESSIVE CORP OH,15864.722,0.10972632926155862,0.06724350642197785
13342,RLI CORP,2129.2882,0.245270553083526,0.1004306966685138
13646,TIFFANY & CO,11204.8046,0.2545915645802632,0.05427336751729661
13835,Regulus Therapeutics Inc.,785.0778,-5.661755118007562,-0.6081046553221934
13963,VECTOR GROUP LTD,2440.0163,0.2075742133588841,0.9089446021828932
14032,LIFELOCK INC.,1738.089,0.07842593526268024,0.28772000064924885
14043,PACCAR FINANCIAL CORP,,0.8275066548358474,0.03394495412844045
14090, USMD Holdings Inc.,111.991,-0.0012314894916289247,0.2557779888977407
14112,FRANKLIN WIRELESS CORP,18.9612,-0.04409911801763965,-0.054870229007633615
14269,HERBALIFE LTD.,3475.94,0.17400072601137415,0.02762352164877369
14304,AKORN INC,4044.8070000000002,0.3505559133874465,0.866721643254404
14320,INTERCEPT PHARMACEUTICALS INC,3340.74,-64.71125143513204,0.07398273736128225
14401,INVESTORS TITLE CO,147.4767,0.1168869142861784,-0.02481544846814321
15044,Workday Inc.,14938.48,-0.2153961363694057,0.6800941702314591
